term_id,term_str,n,num,stopwords,port_stem,pos_max
1473,eludes,1,0,0,elud,VBZ
1474,elves,1,0,0,elv,NNS
1475,elysium,1,0,0,elysium,NN
1476,emblem,1,0,0,emblem,NN
1477,emblems,1,0,0,emblem,NNS
1478,emerald,5,0,0,emerald,NN
1479,emerged,1,0,0,emerg,VBD
1480,emergency,1,0,0,emerg,NN
1481,emolument,1,0,0,emolu,NN
1482,emperor,3,0,0,emperor,NN
1483,employed,1,0,0,employ,VBN
1484,empowered,1,0,0,empow,NNP
1485,emptied,1,0,0,empti,VBN
1486,empty,2,0,0,empti,JJ
1487,enabled,3,0,0,enabl,VBN
1488,enables,2,0,0,enabl,NNS
1489,enacted,2,0,0,enact,VBD
1490,enamour,1,0,0,enamour,NNP
1491,enamoured,1,0,0,enamour,NNP
1492,enchanted,2,0,0,enchant,JJ
1493,enchantment,1,0,0,enchant,JJ
1494,enchants,1,0,0,enchant,VBZ
1495,enclose,1,0,0,enclos,VBP
1496,encloses,1,0,0,enclos,NNS
1497,encore,1,0,0,encor,VB
1498,encounter,1,0,0,encount,NN
1499,encountered,1,0,0,encount,VBD
1500,encroached,1,0,0,encroach,VBN
1501,endear,1,0,0,endear,NNP
1502,endears,2,0,0,endear,NNS
1503,endeavoring,1,0,0,endeavor,NN
1504,ended,2,0,0,end,VBN
1505,endless,2,0,0,endless,JJ
1506,ends,2,0,0,end,NNS
1507,endure,1,0,0,endur,VB
1508,enemy,3,0,0,enemi,NN
1509,enfranchised,1,0,0,enfranchis,JJ
1510,england,1,0,0,england,NNP
1511,enhances,1,0,0,enhanc,NNS
1512,enjoining,1,0,0,enjoin,NNP
1513,enlarged,1,0,0,enlarg,NNP
1514,enlarging,1,0,0,enlarg,NNP
1515,enlightened,2,0,0,enlighten,VBD
1516,enlightening,1,0,0,enlighten,VBG
1517,enmity,1,0,0,enmiti,NN
1518,enough,13,0,0,enough,RB
1519,entered,1,0,0,enter,VBN
1520,entering,1,0,0,enter,VBG
1521,enterprise,2,0,0,enterpris,NN
1522,enters,1,0,0,enter,NNS
1523,entertain,2,0,0,entertain,VB
1524,entertaining,1,0,0,entertain,VBG
1525,enthralling,1,0,0,enthral,VBG
1526,entire,1,0,0,entir,JJ
1527,entirely,1,0,0,entir,RB
1528,entitled,1,0,0,entitl,VBD
1529,entombed,1,0,0,entomb,VBN
1530,entreat,1,0,0,entreat,NNP
1531,envy,6,0,0,envi,VBP
1532,epauletted,2,0,0,epaulet,VBD
1533,epicure,1,0,0,epicur,NN
1534,epigea,1,0,0,epigea,NNP
1535,epoch,1,0,0,epoch,VB
1536,equal,1,0,0,equal,JJ
1537,equally,1,0,0,equal,RB
1538,equation,1,0,0,equat,NN
1539,equilibrium,1,0,0,equilibrium,NNP
1540,ere,1,0,0,ere,RB
1541,erect,3,0,0,erect,NN
1542,ermine,1,0,0,ermin,NN
1543,errand,1,0,0,errand,NN
1544,escape,2,0,0,escap,NN
1545,escaped,1,0,0,escap,VBD
1546,escutcheon,1,0,0,escutcheon,NN
1547,esoteric,1,0,0,esoter,JJ
1548,espied,1,0,0,espi,VBD
1549,espy,1,0,0,espi,VBP
1550,essay,1,0,0,essay,VBP
1551,essential,1,0,0,essenti,JJ
1552,estate,2,0,0,estat,NN
1553,estates,1,0,0,estat,NNS
1554,esteem,1,0,0,esteem,NN
1555,esteemed,2,0,0,esteem,VBD
1556,estimate,3,0,0,estim,VB
1557,etchings,1,0,0,etch,NNS
1558,eternal,1,0,0,etern,JJ
1559,eternally,1,0,0,etern,RB
1560,eternity,13,0,0,etern,NN
1561,ether,2,0,0,ether,CC
1562,ethereal,4,0,0,ether,JJ
1563,europe,1,0,0,europ,NNP
1564,evade,1,0,0,evad,VBD
1565,evades,1,0,0,evad,VBZ
1566,evanescence,1,0,0,evanesc,NN
1567,eve,1,0,0,eve,NN
1568,even,12,0,0,even,RB
1569,evening,6,0,0,even,NN
1570,evenly,1,0,0,evenli,RB
1571,event,1,0,0,event,NN
1572,ever,7,0,0,ever,RB
1573,evergreens,1,0,0,evergreen,NNS
1574,everlasting,10,0,0,everlast,VBG
1575,every,21,0,0,everi,DT
1576,everything,4,0,0,everyth,NN
1577,everywhere,9,0,0,everywher,RB
1578,evidence,3,0,0,evid,NN
1579,evoked,1,0,0,evok,VBD
1580,exalted,1,0,0,exalt,VBD
1581,excel,1,0,0,excel,VB
1582,excellence,2,0,0,excel,NN
1583,excellent,2,0,0,excel,JJ
1584,except,15,0,0,except,IN
1585,exchange,2,0,0,exchang,VB
1586,exchequer,1,0,0,exchequ,NN
1587,exclaim,1,0,0,exclaim,NN
1588,excludes,1,0,0,exclud,VBZ
1589,exclusive,1,0,0,exclus,JJ
1590,excuse,1,0,0,excus,IN
1591,exeter,1,0,0,exet,NNP
1592,exhaled,1,0,0,exhal,VBD
1593,exhibiting,1,0,0,exhibit,NNP
1594,exigencies,1,0,0,exig,NNS
1595,exist,1,0,0,exist,VB
1596,existence,4,0,0,exist,NN
1597,existences,1,0,0,exist,NNS
1598,exists,5,0,0,exist,VBZ
1599,exorcised,1,0,0,exorcis,VBN
1600,expectation,2,0,0,expect,NN
1601,expected,2,0,0,expect,VBN
1602,expecting,1,0,0,expect,VBG
1603,expensive,1,0,0,expens,JJ
1604,experience,2,0,0,experi,NN
1605,experienced,1,0,0,experienc,NNP
1606,experiment,3,0,0,experi,NN
1607,explain,1,0,0,explain,VB
1608,explanation,1,0,0,explan,NN
1609,explore,1,0,0,explor,IN
1610,exponent,1,0,0,expon,NN
1611,export,1,0,0,export,NN
1612,exposes,1,0,0,expos,NNS
1613,expound,1,0,0,expound,VB
1614,express,1,0,0,express,JJ
1615,expressed,2,0,0,express,VBD
1616,extant,1,0,0,extant,JJ
1617,extended,1,0,0,extend,VBD
1618,extent,1,0,0,extent,NN
1619,external,2,0,0,extern,JJ
1620,extinct,1,0,0,extinct,NNP
1621,extinguished,2,0,0,extinguish,NNP
1622,extremest,1,0,0,extremest,JJS
1623,extremity,2,0,0,extrem,NN
1624,exultation,1,0,0,exult,NN
1625,eye,19,0,0,eye,NN
1626,eyelids,1,0,0,eyelid,NNS
1627,eyes,32,0,0,eye,NNS
1628,fable,1,0,0,fabl,JJ
1629,face,37,0,0,face,NN
1630,faced,1,0,0,face,VBN
1631,faces,4,0,0,face,VBZ
1632,facilitate,1,0,0,facilit,VB
1633,fact,1,0,0,fact,NN
1634,facts,1,0,0,fact,NNS
1635,fade,1,0,0,fade,VB
1636,faded,3,0,0,fade,JJ
1637,fading,2,0,0,fade,NN
1638,fagot,1,0,0,fagot,NN
1639,fail,6,0,0,fail,VB
1640,failed,6,0,0,fail,VBD
1641,failing,1,0,0,fail,VBG
1642,fainter,1,0,0,fainter,NN
1643,fainting,2,0,0,faint,NN
1644,faints,1,0,0,faint,NNS
1645,fair,13,0,0,fair,JJ
1646,fairy,1,0,0,fairi,NN
1647,faith,11,0,0,faith,NN
1648,faithful,2,0,0,faith,JJ
1649,fall,5,0,0,fall,NN
1650,fallow,1,0,0,fallow,JJ
1651,falter,1,0,0,falter,NN
1652,fame,6,0,0,fame,NN
1653,familiar,4,0,0,familiar,JJ
1654,famine,1,0,0,famin,JJ
1655,famous,1,0,0,famou,JJ
1656,fan,2,0,0,fan,NN
1657,fancy,1,0,0,fanci,NNP
1658,fantastic,1,0,0,fantast,JJ
1659,fantasy,1,0,0,fantasi,NN
1660,far,25,0,0,far,RB
1661,farther,3,0,0,farther,NN
1662,farthest,2,0,0,farthest,JJS
1663,farthings,1,0,0,farth,NNS
1664,fascinated,1,0,0,fascin,VBN
1665,fashion,4,0,0,fashion,NN
1666,fashionless,1,0,0,fashionless,NN
1667,fashions,3,0,0,fashion,NNS
1668,fast,3,0,0,fast,RB
1669,fastidious,1,0,0,fastidi,JJ
1670,fat,1,0,0,fat,JJ
1671,fate,4,0,0,fate,NNP
1672,father,11,0,0,father,NN
1673,fathoms,2,0,0,fathom,NNS
1674,fatigue,1,0,0,fatigu,NN
1675,fear,18,0,0,fear,NN
1676,feared,1,0,0,fear,VBD
1677,fearing,2,0,0,fear,VBG
1678,fearless,1,0,0,fearless,NNP
1679,fears,1,0,0,fear,NNS
1680,feat,1,0,0,feat,NN
1681,feather,3,0,0,feather,NN
1682,feathers,4,0,0,feather,NNS
1683,feature,1,0,0,featur,NN
1684,features,1,0,0,featur,NNS
1685,february,1,0,0,februari,NNP
1686,fed,1,0,0,fed,VBN
1687,feeblest,1,0,0,feeblest,JJS
1688,feebly,1,0,0,feebli,RB
1689,feed,1,0,0,feed,VB
1690,feeds,1,0,0,feed,VBZ
1691,feel,10,0,0,feel,VB
1692,feeling,1,0,0,feel,VBG
1693,feels,5,0,0,feel,NNS
1694,feet,31,0,0,feet,NNS
1695,feign,1,0,0,feign,VB
1696,felicity,2,0,0,felic,NN
1697,fell,8,0,0,fell,VBD
1698,felled,1,0,0,fell,VBD
1699,fellow,5,0,0,fellow,NN
1700,fellows,1,0,0,fellow,VBZ
1701,fellowtownswoman,1,0,0,fellowtownswoman,JJ
1702,felt,12,0,0,felt,VBD
1703,fence,2,0,0,fenc,NN
1704,fences,1,0,0,fenc,NNS
1705,fernodors,1,0,0,fernodor,NNS
1706,fetch,2,0,0,fetch,VB
1707,fete,1,0,0,fete,JJ
1708,fever,1,0,0,fever,NN
1709,few,10,0,1,few,JJ
1710,fictitious,1,0,0,fictiti,JJ
1711,field,3,0,0,field,NN
1712,fields,7,0,0,field,NNS
1713,fiercest,1,0,0,fiercest,JJS
1714,fife,1,0,0,fife,NN
1715,fight,2,0,0,fight,NN
1716,figure,6,0,0,figur,NN
1717,figures,2,0,0,figur,NNS
1718,file,1,0,0,file,VBP
1719,files,1,0,0,file,NNS
1720,fill,2,0,0,fill,VB
1721,filled,1,0,0,fill,VBD
1722,fills,2,0,0,fill,VBZ
1723,film,1,0,0,film,NN
1724,final,2,0,0,final,JJ
1725,find,17,0,0,find,VB
1726,finds,1,0,0,find,VBZ
1727,fine,4,0,0,fine,JJ
1728,finer,4,0,0,finer,NN
1729,finger,2,0,0,finger,NN
1730,fingers,21,0,0,finger,NNS
1731,finish,3,0,0,finish,VB
1732,finished,9,0,0,finish,VBN
1733,finishing,1,0,0,finish,VBG
1734,finite,3,0,0,finit,JJ
1735,fire,8,0,0,fire,NN
1736,fires,1,0,0,fire,NNS
1737,firm,3,0,0,firm,NN
1738,firmament,4,0,0,firmament,NN
1739,firmaments,2,0,0,firmament,NNS
1740,firmer,2,0,0,firmer,JJR
1741,firmest,2,0,0,firmest,JJS
1742,first,24,0,0,first,JJ
1743,firtree,1,0,0,firtre,JJ
1744,fisherman,1,0,0,fisherman,NN
1745,fists,1,0,0,fist,NNS
1746,fit,10,0,0,fit,VB
1747,fitted,2,0,0,fit,VBD
1748,fitting,2,0,0,fit,VBG
1749,five,1,0,0,five,CD
1750,fix,1,0,0,fix,VB
1751,flag,5,0,0,flag,NN
1752,flagons,2,0,0,flagon,NNS
1753,flake,2,0,0,flake,NN
1754,flakes,3,0,0,flake,NNS
1755,flambeaux,2,0,0,flambeaux,JJ
1756,flame,2,0,0,flame,NN
1757,flamingo,1,0,0,flamingo,NN
1758,flash,1,0,0,flash,NN
1759,flaunted,1,0,0,flaunt,VBD
1760,flavor,1,0,0,flavor,NN
1761,flavors,1,0,0,flavor,NNS
1762,fled,6,0,0,fled,VBD
1763,flee,2,0,0,flee,NN
1764,fleece,1,0,0,fleec,NN
1765,fleeces,1,0,0,fleec,NNS
1766,fleeter,1,0,0,fleeter,JJR
1767,fleeting,1,0,0,fleet,JJ
1768,flesh,3,0,0,flesh,NN
1769,fleshless,2,0,0,fleshless,JJ
1770,fleshly,1,0,0,fleshli,JJ
1771,flew,2,0,0,flew,NN
1772,flies,3,0,0,fli,VBZ
1773,flight,2,0,0,flight,NN
1774,fling,1,0,0,fling,VBG
1775,flings,1,0,0,fling,VBZ
1776,flint,1,0,0,flint,NN
1777,flippant,1,0,0,flippant,NN
1778,flirt,1,0,0,flirt,VB
1779,flit,1,0,0,flit,NNP
1780,flits,2,0,0,flit,NNS
1781,flitting,1,0,0,flit,VBG
1782,flock,1,0,0,flock,NN
1783,flocks,2,0,0,flock,NNS
1784,flood,2,0,0,flood,NN
1785,floods,2,0,0,flood,NNS
1786,floor,5,0,0,floor,NN
1787,floorless,1,0,0,floorless,JJ
1788,flow,1,0,0,flow,NN
1789,flowed,1,0,0,flow,VBD
1790,flower,19,0,0,flower,NN
1791,flowers,9,0,0,flower,NNS
1792,flown,1,0,0,flown,JJ
1793,flows,1,0,0,flow,VBZ
1794,fluent,1,0,0,fluent,NN
1795,flung,1,0,0,flung,VBD
1796,flurriedly,1,0,0,flurriedli,RB
1797,flutter,1,0,0,flutter,NNP
1798,fluttered,2,0,0,flutter,VBD
1799,fluttering,1,0,0,flutter,VBG
1800,fly,12,0,0,fli,NN
1801,flying,4,0,0,fli,VBG
1802,focus,1,0,0,focu,NN
1803,foe,3,0,0,foe,NN
1804,fog,2,0,0,fog,NN
1805,fold,6,0,0,fold,NN
1806,folding,1,0,0,fold,VBG
1807,folds,1,0,0,fold,VBZ
1808,follow,2,0,0,follow,VB
1809,followed,3,0,0,follow,VBD
1810,follows,1,0,0,follow,VBZ
1811,fond,1,0,0,fond,NN
1812,food,1,0,0,food,NN
1813,fool,1,0,0,fool,NN
1814,foolish,1,0,0,foolish,JJ
1815,foot,10,0,0,foot,NN
1816,footless,1,0,0,footless,JJ
1817,footlights,1,0,0,footlight,NNS
1818,footman,1,0,0,footman,NN
1819,footmen,1,0,0,footmen,NNS
1820,for,222,0,1,for,IN
1821,forbid,1,0,0,forbid,VBD
1822,forbidden,3,0,0,forbidden,JJ
1823,force,1,0,0,forc,NN
1824,forefathers,1,0,0,forefath,NNS
1825,forehead,9,0,0,forehead,NN
1826,foreign,8,0,0,foreign,JJ
1827,foreigner,1,0,0,foreign,NN
1828,forest,3,0,0,forest,JJS
1829,forestalling,1,0,0,forestal,NN
1830,forests,4,0,0,forest,NNS
1831,forever,3,0,0,forev,RB
1832,forevermore,1,0,0,forevermor,NN
1833,forge,2,0,0,forg,NN
1834,forget,8,0,0,forget,VB
1835,forgetting,2,0,0,forget,NN
1836,forgive,2,0,0,forgiv,JJ
1837,forgiven,2,0,0,forgiven,RB
1838,forgot,6,0,0,forgot,JJ
1839,fork,1,0,0,fork,NN
1840,form,1,0,0,form,NN
1841,formerly,1,0,0,formerli,RB
1842,forms,1,0,0,form,NNS
1843,formula,1,0,0,formula,NN
1844,forsake,2,0,0,forsak,VB
1845,forswears,1,0,0,forswear,VBZ
1846,forth,5,0,0,forth,NN
1847,fortitude,1,0,0,fortitud,VBD
1848,fortress,1,0,0,fortress,NN
1849,forty,2,0,0,forti,NN
1850,found,8,0,0,found,VBD
1851,founds,1,0,0,found,VBZ
1852,four,2,0,0,four,CD
1853,fourth,1,0,0,fourth,NNP
1854,foxglove,1,0,0,foxglov,NN
1855,fraction,1,0,0,fraction,NN
1856,fractured,1,0,0,fractur,VBD
1857,fragile,1,0,0,fragil,JJ
1858,frail,1,0,0,frail,NNP
1859,frame,2,0,0,frame,NN
1860,frames,1,0,0,frame,NNS
1861,frantic,2,0,0,frantic,JJ
1862,fraud,1,0,0,fraud,NN
1863,freckled,2,0,0,freckl,JJ
1864,freely,1,0,0,freeli,RB
1865,freeze,1,0,0,freez,VB
1866,freezing,1,0,0,freez,VBG
1867,freight,1,0,0,freight,NN
1868,frenzied,1,0,0,frenzi,JJ
1869,frequently,3,0,0,frequent,RB
1870,fresh,1,0,0,fresh,JJ
1871,fresher,1,0,0,fresher,RB
1872,fretted,1,0,0,fret,VBN
1873,friend,19,0,0,friend,NN
1874,friends,2,0,0,friend,NNS
1875,frigate,2,0,0,frigat,NN
1876,frigates,1,0,0,frigat,NNS
1877,fright,1,0,0,fright,NN
1878,frightened,2,0,0,frighten,JJ
1879,frigid,1,0,0,frigid,JJ
1880,frill,2,0,0,frill,NN
1881,fringes,1,0,0,fring,NNS
1882,frisk,1,0,0,frisk,VB
1883,fritters,1,0,0,fritter,NNP
1884,fro,2,0,0,fro,VB
1885,frock,1,0,0,frock,NN
1886,frog,1,0,0,frog,NN
1887,from,99,0,1,from,IN
1888,front,2,0,0,front,NN
1889,frontier,1,0,0,frontier,NN
1890,frost,9,0,0,frost,NN
1891,frosts,3,0,0,frost,NNS
1892,frown,2,0,0,frown,NN
1893,frowns,1,0,0,frown,NNS
1894,fructified,1,0,0,fructifi,NNP
1895,frugal,3,0,0,frugal,JJ
1896,fruit,1,0,0,fruit,NN
1897,fulfilling,1,0,0,fulfil,VBG
1898,full,10,0,0,full,JJ
1899,fumbled,2,0,0,fumbl,VBD
1900,fumbles,1,0,0,fumbl,VBZ
1901,fun,1,0,0,fun,NN
1902,function,1,0,0,function,NN
1903,fundamental,1,0,0,fundament,VBP
1904,funeral,1,0,0,funer,NN
1905,funnelled,1,0,0,funnel,JJ
1906,furnished,1,0,0,furnish,VBD
1907,furniture,1,0,0,furnitur,NN
1908,furrow,1,0,0,furrow,NN
1909,further,4,0,1,further,JJ
1910,furthest,5,0,0,furthest,JJS
1911,furtive,1,0,0,furtiv,JJ
1912,futile,1,0,0,futil,IN
1913,future,2,0,0,futur,NN
1914,fuzz,1,0,0,fuzz,NN
1915,gables,1,0,0,gabl,NNS
1916,gabriel,1,0,0,gabriel,NNP
1917,gag,1,0,0,gag,VB
1918,gain,8,0,0,gain,VB
1919,gained,4,0,0,gain,VBD
1920,gait,2,0,0,gait,NN
1921,gala,1,0,0,gala,JJ
1922,galaxies,1,0,0,galaxi,NNPS
1923,gale,1,0,0,gale,NN
1924,gales,4,0,0,gale,NNS
1925,gallant,3,0,0,gallant,NN
1926,gallanter,1,0,0,gallant,NN
1927,gallop,2,0,0,gallop,NN
1928,galloped,1,0,0,gallop,VBD
1929,gallows,1,0,0,gallow,NNS
1930,garden,4,0,0,garden,NN
1931,garner,1,0,0,garner,NN
1932,garret,1,0,0,garret,NN
1933,garrets,1,0,0,garret,NNS
1934,gasped,1,0,0,gasp,VBD
1935,gasping,1,0,0,gasp,VBG
1936,gate,5,0,0,gate,NN
1937,gather,2,0,0,gather,NN
1938,gathered,3,0,0,gather,VBD
1939,gauging,1,0,0,gaug,VBG
1940,gaunt,1,0,0,gaunt,NN
1941,gauze,2,0,0,gauz,NN
1942,gave,7,0,0,gave,VBD
1943,gay,4,0,0,gay,NN
1944,gayer,1,0,0,gayer,NN
1945,gaze,4,0,0,gaze,NN
1946,gazing,1,0,0,gaze,VBG
1947,gem,2,0,0,gem,NN
1948,gems,1,0,0,gem,NNS
1949,gemtactics,1,0,0,gemtact,NNS
1950,general,1,0,0,gener,JJ
1951,generations,1,0,0,gener,NNS
1952,genesis,1,0,0,genesi,NNP
1953,genius,1,0,0,geniu,NN
1954,gentian,2,0,0,gentian,JJ
1955,gentians,1,0,0,gentian,NNS
1956,gentle,3,0,0,gentl,JJ
1957,gentlefolk,1,0,0,gentlefolk,NN
1958,gentlemen,2,0,0,gentlemen,NNS
1959,gentlest,1,0,0,gentlest,JJS
1960,gentlewomen,1,0,0,gentlewomen,NNS
1961,gently,2,0,0,gentli,RB
1962,germ,1,0,0,germ,NN
1963,gesture,1,0,0,gestur,NN
1964,get,7,0,0,get,VB
1965,gethsemane,1,0,0,gethseman,NNP
1966,getting,2,0,0,get,VBG
1967,ghost,5,0,0,ghost,NN
1968,ghosts,1,0,0,ghost,NNS
1969,giant,1,0,0,giant,JJ
1970,giants,2,0,0,giant,NNS
1971,giddy,1,0,0,giddi,JJ
1972,gift,1,0,0,gift,NN
1973,gilded,1,0,0,gild,JJ
1974,girdle,1,0,0,girdl,NN
1975,girl,4,0,0,girl,NN
1976,girls,3,0,0,girl,NNS
1977,girt,1,0,0,girt,VB
1978,give,5,0,0,give,VB
1979,given,8,0,0,given,VBN
1980,gives,2,0,0,give,VBZ
1981,glad,6,0,0,glad,JJ
1982,glance,2,0,0,glanc,NN
1983,glanced,1,0,0,glanc,VBD
1984,glancing,1,0,0,glanc,VBG
1985,glass,5,0,0,glass,NN
1986,glasses,1,0,0,glass,NNS
1987,glaze,2,0,0,glaze,NN
1988,gleam,1,0,0,gleam,NN
1989,glee,5,0,0,glee,NN
1990,glimmer,1,0,0,glimmer,NNP
1991,glimmering,1,0,0,glimmer,VBG
1992,glory,5,0,0,glori,NN
1993,glow,3,0,0,glow,NN
1994,glows,1,0,0,glow,VB
1995,glutton,1,0,0,glutton,NN
1996,gnash,1,0,0,gnash,NN
1997,gnashed,1,0,0,gnash,VBD
1998,gnome,2,0,0,gnome,NN
1999,go,43,0,0,go,VB
2000,goads,1,0,0,goad,VBZ
2001,goal,4,0,0,goal,NN
2002,goblin,1,0,0,goblin,NN
2003,god,38,0,0,god,NNP
2004,gods,2,0,0,god,NNS
2005,goes,13,0,0,goe,VBZ
2006,going,11,0,0,go,VBG
2007,golconda,1,0,0,golconda,NNP
2008,gold,8,0,0,gold,NN
2009,golden,7,0,0,golden,JJ
2010,goldenrod,1,0,0,goldenrod,NN
2011,goliath,1,0,0,goliath,NNP
2012,gone,16,0,0,gone,VBN
2013,good,7,0,0,good,JJ
2014,goodby,2,0,0,goodbi,JJ
2015,goodnight,2,0,0,goodnight,JJ
2016,gossamer,1,0,0,gossam,NN
2017,got,8,0,0,got,VBD
2018,gown,8,0,0,gown,NN
2019,gowns,1,0,0,gown,NNS
2020,grace,12,0,0,grace,NN
2021,gracious,3,0,0,graciou,NNP
2022,graciously,1,0,0,gracious,RB
2023,gradual,1,0,0,gradual,JJ
2024,grain,1,0,0,grain,NN
2025,grand,5,0,0,grand,JJ
2026,grandfather,1,0,0,grandfath,NN
2027,grandmamma,1,0,0,grandmamma,NN
2028,grandsires,1,0,0,grandsir,NNS
2029,granite,1,0,0,granit,JJ
2030,grant,6,0,0,grant,NNP
2031,granted,1,0,0,grant,VBD
2032,grape,1,0,0,grape,NN
2033,grapple,1,0,0,grappl,VBP
2034,grasped,2,0,0,grasp,VBD
2035,grass,19,0,0,grass,NN
2036,grateful,1,0,0,grate,NN
2037,grave,16,0,0,grave,NN
2038,gravity,1,0,0,graviti,NN
2039,gray,1,0,0,gray,JJ
2040,grayest,1,0,0,grayest,JJS
2041,great,7,0,0,great,NNP
2042,greater,1,0,0,greater,JJR
2043,greedy,3,0,0,greedi,NN
2044,green,5,0,0,green,JJ
2045,grew,5,0,0,grew,VBD
2046,grief,6,0,0,grief,NN
2047,griefs,2,0,0,grief,NNP
2048,grieved,1,0,0,griev,VBN
2049,grisly,1,0,0,grisli,RB
2050,groove,1,0,0,groov,NN
2051,groped,2,0,0,grope,VBD
2052,gross,1,0,0,gross,JJ
2053,ground,7,0,0,ground,NN
2054,grow,2,0,0,grow,VB
2055,growing,1,0,0,grow,VBG
2056,grown,3,0,0,grown,JJ
2057,grows,3,0,0,grow,VBZ
2058,guard,1,0,0,guard,NN
2059,guess,3,0,0,guess,VB
2060,guessed,4,0,0,guess,VBD
2061,guest,6,0,0,guest,NN
2062,guests,2,0,0,guest,NNS
2063,guidepost,1,0,0,guidepost,NN
2064,guides,1,0,0,guid,NNP
2065,guido,1,0,0,guido,NNP
2066,guile,1,0,0,guil,NN
2067,guinea,3,0,0,guinea,NN
2068,gun,1,0,0,gun,NN
2069,guns,1,0,0,gun,NNS
2070,gurgle,1,0,0,gurgl,VB
2071,gush,2,0,0,gush,NN
2072,gushes,1,0,0,gush,VBZ
2073,gypsy,1,0,0,gypsi,NN
2074,habiliments,1,0,0,habili,NNS
2075,habitation,1,0,0,habit,NN
2076,had,84,0,1,had,VBD
2077,hadst,1,0,0,hadst,NNP
2078,hair,6,0,0,hair,NN
2079,halcyon,1,0,0,halcyon,NN
2080,half,9,0,0,half,NN
2081,halfpast,3,0,0,halfpast,JJ
2082,hallow,1,0,0,hallow,RB
2083,hallowed,1,0,0,hallow,JJ
2084,halved,1,0,0,halv,VBN
2085,halves,1,0,0,halv,NNS
2086,hame,1,0,0,hame,NN
2087,hammer,1,0,0,hammer,NN
2088,hammers,1,0,0,hammer,NNS
2089,hand,21,0,0,hand,NN
2090,handed,1,0,0,hand,VBN
2091,handle,1,0,0,handl,NNP
2092,handled,1,0,0,handl,VBD
2093,hands,10,0,0,hand,NNS
2094,hang,4,0,0,hang,VB
2095,hanging,1,0,0,hang,VBG
2096,haply,4,0,0,hapli,NN
2097,happening,1,0,0,happen,VBG
2098,happy,9,0,0,happi,JJ
2099,harbor,1,0,0,harbor,NN
2100,hard,2,0,0,hard,RB
2101,harder,1,0,0,harder,RBR
2102,harebell,2,0,0,harebel,NN
2103,harm,2,0,0,harm,VB
2104,harmless,1,0,0,harmless,NNP
2105,harrowing,1,0,0,harrow,VBG
2106,harvests,1,0,0,harvest,NNS
2107,has,39,0,1,ha,VBZ
2108,hasps,1,0,0,hasp,NN
2109,hast,3,0,0,hast,NN
2110,haste,2,0,0,hast,NN
2111,hasten,1,0,0,hasten,VB
2112,hat,6,0,0,hat,NN
2113,hate,3,0,0,hate,NN
2114,hated,1,0,0,hate,JJ
2115,hateful,1,0,0,hate,NN
2116,hath,6,0,0,hath,NN
2117,hats,2,0,0,hat,NNS
2118,haughty,2,0,0,haughti,NN
2119,haunt,1,0,0,haunt,VB
2120,haunted,3,0,0,haunt,VBN
2121,haunts,1,0,0,haunt,NNS
2122,have,94,0,1,have,VBP
2123,havens,1,0,0,haven,NNS
2124,hay,4,0,0,hay,NN
2125,hazard,1,0,0,hazard,NN
2126,haze,2,0,0,haze,NN
2127,he,118,0,1,he,PRP
2128,head,12,0,0,head,NN
2129,headlands,1,0,0,headland,NNS
2130,heads,4,0,0,head,NNS
2131,heal,2,0,0,heal,VB
2132,heaped,1,0,0,heap,VBD
2133,hear,15,0,0,hear,VBP
2134,heard,17,0,0,heard,VBD
2135,hearkened,1,0,0,hearken,VBN
2136,heart,25,0,0,heart,NN
2137,hearth,1,0,0,hearth,NN
2138,hearts,1,0,0,heart,NNS
2139,heat,2,0,0,heat,NN
2140,heather,1,0,0,heather,NN
2141,heaven,45,0,0,heaven,NN
2142,heavenly,3,0,0,heavenli,JJ
2143,heavens,2,0,0,heaven,NNS
2144,heavier,1,0,0,heavier,JJR
2145,heavy,3,0,0,heavi,JJ
2146,hectic,1,0,0,hectic,JJ
2147,heeding,1,0,0,heed,VBG
2148,heedless,3,0,0,heedless,NN
2149,heel,1,0,0,heel,NN
2150,height,1,0,0,height,NN
2151,held,8,0,0,held,VBD
2152,hell,4,0,0,hell,NN
2153,helmet,1,0,0,helmet,NN
2154,help,5,0,0,help,VB
2155,helped,2,0,0,help,VBN
2156,helpless,1,0,0,helpless,JJ
2157,hem,1,0,0,hem,NN
2158,hemispheres,1,0,0,hemispher,NNS
2159,hemlock,3,0,0,hemlock,NN
2160,hemlocks,1,0,0,hemlock,NNS
2161,hempen,1,0,0,hempen,JJ
2162,hems,2,0,0,hem,NN
2163,henceforth,3,0,0,henceforth,NNP
2164,her,163,0,1,her,PRP$
2165,here,24,0,1,here,RB
2166,heroes,1,0,0,hero,NNS
2167,heroism,1,0,0,heroism,NN
2168,herself,5,0,1,herself,PRP
2169,hesitate,1,0,0,hesit,NN
2170,hesitated,1,0,0,hesit,VBN
2171,hesitates,1,0,0,hesit,NNS
2172,hewed,1,0,0,hew,VBD
2173,hh,1,0,0,hh,NNP
2174,hid,5,0,0,hid,NN
2175,hidden,1,0,0,hidden,JJ
2176,hide,5,0,0,hide,VB
2177,hie,1,0,0,hie,NN
2178,high,6,0,0,high,JJ
2179,higher,2,0,0,higher,JJR
2180,highest,1,0,0,highest,JJS
2181,hill,11,0,0,hill,NN
2182,hills,15,0,0,hill,NNS
2183,hillsides,1,0,0,hillsid,NNS
2184,him,59,0,1,him,PRP
