term_id,term_str,n,num,stopwords,port_stem,pos_max,doc_freq,inverse_doc_freq,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,term,vector,x,y
639,building,1,0,0,build,NNP,1,2.6414741105040997,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.04716918054471606,saints,"[ 0.02037407  0.01024688 -0.06593167  0.01255154 -0.04919633 -0.1031293
  0.10957193  0.1692153  -0.1382657  -0.0783236  -0.01401825 -0.11677676
  0.0725875   0.08792029 -0.09488963  0.06427161  0.09328678  0.04019315
 -0.17745209 -0.10852231  0.07262956  0.0611784   0.15509805 -0.04252598
  0.04386974  0.01461525 -0.0203741   0.05187543 -0.16069877 -0.00526928
  0.00348591 -0.04590679 -0.02520236  0.01050587 -0.08304063  0.02415272
  0.11013272  0.04169369  0.08539336 -0.07462803  0.08269198 -0.01999606
 -0.0275448  -0.05428021  0.19837466 -0.00893268  0.00544538 -0.04663244
  0.0748944   0.07706816]",-21.227615,0.38678166
640,built,1,0,0,built,VBD,1,2.6414741105040997,0.02780499063688526,0.02780499063688526,0.02780499063688526,0.02780499063688526,against,"[ 0.04711061  0.01714808 -0.04147948 -0.00557462 -0.03464323 -0.07727928
  0.12113894  0.19982418 -0.14494419 -0.04815891 -0.02086181 -0.13413188
  0.07501423  0.10444105 -0.10114434  0.03925128  0.12098539  0.06207648
 -0.15434839 -0.12340267  0.10533023  0.05451426  0.14389527 -0.06748636
  0.06026648  0.01734323  0.01166904  0.07040986 -0.13338389  0.01515905
 -0.01457789 -0.0454393  -0.03386644 -0.0074143  -0.07004791  0.02631631
  0.13933316  0.0516046   0.07820541 -0.08436994  0.07569224  0.01466593
 -0.02604459 -0.07655905  0.17884146  0.0117597   0.02663221 -0.05713744
  0.08099668  0.04665438]",-18.914196,-3.1185389
641,bulb,2,0,0,bulb,NN,1,2.6414741105040997,0.06003350251145682,0.06003350251145682,0.06003350251145682,0.06003350251145682,ago,"[ 0.04061204 -0.00187899 -0.04558531 -0.01158498 -0.03369341 -0.05387151
  0.10746472  0.16256392 -0.10351889 -0.04398873 -0.03447    -0.09098253
  0.07612117  0.05353335 -0.05167648  0.03998971  0.07123688  0.02194917
 -0.12525421 -0.07482626  0.06626025  0.05407054  0.10731727 -0.05137455
  0.05132498 -0.00287948 -0.01270087  0.05575071 -0.12017804 -0.01440047
 -0.0177808  -0.01899557 -0.00736043  0.01827412 -0.05333629  0.03023569
  0.0751816   0.03367145  0.06559307 -0.05231996  0.06014222 -0.00158106
 -0.04358796 -0.05072488  0.13933052  0.01707398  0.00696188 -0.03283121
  0.0497046   0.05190961]",-34.146244,0.07774186
642,bullets,2,0,0,bullet,NNS,2,2.3404441148401185,0.040154678440884384,0.08030935688176877,0.040154678440884384,0.04589106107529644,saved,"[ 7.87799712e-03 -7.17530400e-03 -3.98605280e-02  6.72999211e-03
 -2.08063927e-02 -6.45879135e-02  1.07383117e-01  1.46199107e-01
 -1.00441992e-01 -5.17744571e-02 -3.03653330e-02 -7.65833780e-02
  5.14360666e-02  5.35015687e-02 -8.50472301e-02  3.13345231e-02
  7.63756633e-02  1.18734241e-02 -1.42049983e-01 -6.11208454e-02
  8.88888538e-02  4.89646010e-02  1.07825935e-01 -3.75747494e-02
  5.19388095e-02 -8.45698267e-03  3.68204108e-03  5.68391271e-02
 -9.40482020e-02  1.24872504e-02 -1.71951633e-02 -1.15339374e-02
 -2.29898910e-03 -1.94893852e-02 -7.04511777e-02  1.63013600e-02
  9.10971165e-02  3.81647162e-02  3.84193733e-02 -4.84983250e-02
  4.60154898e-02  1.06978351e-02 -2.04721708e-02 -6.42675087e-02
  1.27871543e-01  7.01373065e-05  2.08475739e-02 -2.84491200e-02
  3.52231488e-02  5.64798228e-02]",-37.315907,1.7768521
643,bumblebee,2,0,0,bumblebe,NN,2,2.3404441148401185,0.05113575376961603,0.10227150753923206,0.05113575376961603,0.06883659161294466,sacrament,"[ 0.01234062 -0.00085269 -0.0511552  -0.00095678 -0.02078571 -0.04816461
  0.06320968  0.12184623 -0.09267367 -0.03305267 -0.01395441 -0.06799236
  0.04952833  0.05071038 -0.06562519  0.01716262  0.07669785  0.01111771
 -0.11989915 -0.0616424   0.05844476  0.04493884  0.09854999 -0.05502459
  0.03628831  0.00963646 -0.0121607   0.0215655  -0.07690491 -0.00976332
 -0.0029716  -0.01035881 -0.00449742  0.00708662 -0.05141561  0.01334981
  0.05643664  0.04143223  0.04974945 -0.05357023  0.05638487 -0.02197754
 -0.01951491 -0.02282148  0.12687851 -0.01065268  0.01659125 -0.00693072
  0.0377438   0.053216  ]",-39.78212,0.78086764
644,bumblebees,3,0,0,bumblebe,NNS,3,2.164352855784437,0.05838122115154929,0.17514366345464788,0.05849602312930911,0.09410229807758422,steeples,"[ 0.04880702  0.01874956 -0.02870974 -0.01114018 -0.05326426 -0.0938626
  0.09863386  0.15236956 -0.11862735 -0.04469398 -0.02609317 -0.12238542
  0.07699569  0.08444535 -0.06041485  0.02209252  0.09590912  0.02972289
 -0.15445247 -0.10011314  0.08151525  0.05952764  0.12232622 -0.03503691
  0.02515664  0.00384542  0.00241466  0.06740625 -0.14589788  0.01733564
 -0.01037602 -0.04088784 -0.02153691  0.00778649 -0.06565636  0.04935428
  0.11019309  0.02051942  0.05577137 -0.07904435  0.076267    0.01535195
 -0.02849292 -0.03899379  0.1593669   0.00859097  0.00840724 -0.03206208
  0.07648679  0.06523897]",-27.709406,0.28556076
645,burden,1,0,0,burden,NN,1,2.6414741105040997,0.039424986723941784,0.039424986723941784,0.039424986723941784,0.039424986723941784,souls,"[ 0.00339564 -0.00756393 -0.02821785 -0.01403438 -0.0244229  -0.03333342
  0.08108905  0.0859452  -0.07459431 -0.04318293 -0.00122221 -0.04227389
  0.03326282  0.02871522 -0.06141599  0.01587957  0.05969897  0.0206788
 -0.08363703 -0.058258    0.02757742  0.02757879  0.09035319 -0.04455082
  0.00545861  0.01981686 -0.00374433  0.04127083 -0.06099382 -0.00869059
 -0.01247632 -0.01012404 -0.00480369 -0.00984603 -0.05339994  0.02434875
  0.05987329  0.00540947  0.05274336 -0.03649592  0.03294922  0.00181738
 -0.01572134 -0.03254871  0.08482678  0.01666851 -0.00692395 -0.03691708
  0.03627547  0.03101273]",-42.620564,0.6198018
646,burglar,1,0,0,burglar,NNP,1,2.6414741105040997,0.08004467001527575,0.08004467001527575,0.08004467001527575,0.08004467001527575,glee,"[ 0.0247077  -0.017883   -0.03536111 -0.02074418 -0.02228005 -0.05008244
  0.04699791  0.08895011 -0.08333648 -0.05465534 -0.03366651 -0.05328792
  0.05087562  0.06520551 -0.0296677   0.0420663   0.07117362  0.02757414
 -0.09239744 -0.05596895  0.06327929  0.04174494  0.08429331 -0.04816414
  0.0195707  -0.00821518  0.0016679   0.04497189 -0.07956357  0.00895937
  0.00052193 -0.03110086  0.00788685  0.01523776 -0.02333572  0.03306303
  0.06724343  0.02537442  0.02152696 -0.02685623  0.02249648  0.00440053
 -0.03523076 -0.04809986  0.08732839 -0.00292164 -0.01114119 -0.01750559
  0.03978958  0.0273059 ]",-41.894897,0.69126314
647,burial,2,0,0,burial,JJ,2,2.3404441148401185,0.043113444220739025,0.08622688844147805,0.043113444220739025,0.061590634601055745,does,"[ 0.0439346   0.00972082 -0.05561706 -0.01571836 -0.03107579 -0.0843889
  0.10397808  0.1630544  -0.13369784 -0.04409809 -0.01616382 -0.12428154
  0.09582526  0.05944018 -0.07451596  0.02839979  0.10260658  0.04333153
 -0.14183706 -0.0948514   0.0884441   0.07321406  0.14834483 -0.06456014
  0.04971176  0.01239875 -0.01902118  0.06674773 -0.14952268 -0.01847861
 -0.00962366 -0.03285402 -0.00938635 -0.01724949 -0.08025915  0.05148185
  0.11912908  0.01329722  0.07375294 -0.04813436  0.06546889 -0.02016374
 -0.02042565 -0.06668124  0.17354906 -0.01521156  0.00627419 -0.03338343
  0.06626079  0.05812174]",-24.278038,-3.2623208
648,burmah,1,0,0,burmah,NNP,1,2.6414741105040997,0.028711675114174995,0.028711675114174995,0.028711675114174995,0.028711675114174995,wine,"[ 0.04356188 -0.00472757 -0.04631131 -0.0060781  -0.04137987 -0.11166289
  0.12494653  0.21519464 -0.16518952 -0.09505632 -0.02370044 -0.1271024
  0.10445025  0.0850983  -0.1043742   0.04908663  0.13591446  0.04077069
 -0.18890813 -0.09802023  0.09078529  0.081308    0.1903594  -0.06340352
  0.06731451  0.02551774 -0.01203673  0.06091339 -0.17498547  0.01163028
 -0.01654818 -0.05296258 -0.01050095 -0.01909595 -0.06418508  0.04206137
  0.1371311   0.02580705  0.08613273 -0.06270214  0.08292592 -0.00915421
 -0.05338866 -0.07151861  0.21632515 -0.01138195  0.01682504 -0.04756368
  0.09720729  0.05277601]",-11.097103,0.909844
649,burn,4,0,0,burn,NN,4,2.0394141191761372,0.030106487857644477,0.12042595143057791,0.03268291857654067,0.03847951168256863,pause,"[ 0.01926597  0.00548064 -0.07350829 -0.01719015 -0.0595778  -0.11000366
  0.12366375  0.17929658 -0.12753716 -0.06927394 -0.0161072  -0.13901962
  0.10745411  0.09600939 -0.07486902  0.04749647  0.10920521  0.04951816
 -0.19408478 -0.09284967  0.07979708  0.05900044  0.18381523 -0.05382718
  0.04172395  0.02384852 -0.00638177  0.05262609 -0.16183935 -0.01628766
  0.02021618 -0.05014177 -0.03569964  0.01517262 -0.072442    0.05409573
  0.10953777  0.02194134  0.08643559 -0.08066504  0.09262336 -0.01798022
 -0.05773281 -0.07537033  0.1773189  -0.0049039   0.02819796 -0.05927757
  0.07392348  0.05839005]",-18.885435,1.9417342
650,burned,1,0,0,burn,VBD,1,2.6414741105040997,0.08004467001527575,0.08004467001527575,0.08004467001527575,0.08004467001527575,alas,"[ 0.04162825  0.01102001 -0.03336688 -0.00624431 -0.02739072 -0.09386632
  0.1085244   0.17405358 -0.11825972 -0.03836437 -0.03214443 -0.1059034
  0.06588249  0.06337696 -0.06859136  0.04391734  0.08287232  0.02406638
 -0.12993348 -0.07551508  0.0754678   0.06021677  0.13155398 -0.04263355
  0.04962042  0.01747289  0.00963236  0.04243402 -0.11596804  0.01368947
 -0.0157483  -0.03155759 -0.02173267 -0.01486945 -0.06682658  0.03001616
  0.10358074  0.02721876  0.07868159 -0.08052365  0.05773686 -0.0203047
 -0.02828841 -0.03732114  0.14136466 -0.0059416   0.02127232 -0.0363698
  0.06202065  0.04143673]",-30.178583,0.3283687
651,burning,2,0,0,burn,NN,2,2.3404441148401185,0.03810597035716579,0.07621194071433159,0.03810597035716579,0.04179364490785926,mountains,"[ 0.03187332 -0.00077921 -0.01314985 -0.01840936 -0.01371267 -0.04556403
  0.06750862  0.07193712 -0.04259435 -0.00959722 -0.00908642 -0.03467619
  0.0386075   0.02212071 -0.05869703  0.01498847  0.04371992  0.02779757
 -0.08475859 -0.0361808   0.02769344  0.03167807  0.06356409 -0.04486467
  0.00365941  0.00078979 -0.021469    0.02208629 -0.06637142 -0.0047346
  0.00582597 -0.01058156  0.00232387 -0.01975234 -0.02510568 -0.0003569
  0.06243878  0.02944106  0.03075809 -0.01664244  0.02722339  0.01585166
 -0.01894388 -0.02454446  0.0667643  -0.00173486  0.01815583 -0.01397819
  0.03420646  0.01629275]",-43.478577,0.32668877
652,burrowed,1,0,0,burrow,VBN,1,2.6414741105040997,0.0660368527626025,0.0660368527626025,0.0660368527626025,0.0660368527626025,lay,"[ 0.02429024 -0.01879946 -0.04365444  0.00161677 -0.03973347 -0.07432732
  0.08577599  0.15935811 -0.12302147 -0.03437356 -0.02935122 -0.1098823
  0.07916143  0.07068177 -0.05628293  0.03035378  0.07365211  0.04518208
 -0.14079104 -0.07995183  0.08955922  0.06320159  0.12587482 -0.05171164
  0.05121625  0.0015888  -0.00630061  0.0465943  -0.13682136 -0.00699316
  0.00205019 -0.02257512 -0.0018681   0.00571368 -0.04106162  0.0216714
  0.0866035   0.03305665  0.06808084 -0.06035706  0.06934925  0.00087262
 -0.02706262 -0.06434511  0.13711122 -0.00783022  0.00586688 -0.01480868
  0.06660765  0.06491925]",-31.965372,-0.40372285
653,burrs,1,0,0,burr,NN,1,2.6414741105040997,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.08804913701680332,sailor,"[ 0.01079354  0.00466465 -0.00511882 -0.01077966 -0.00776103 -0.03183556
  0.04847174  0.0814588  -0.07065015 -0.0172214  -0.01317315 -0.04892205
  0.05844248  0.06237791 -0.05709895  0.01430563  0.0645701   0.02133111
 -0.07300843 -0.06644212  0.0496578   0.01687296  0.07500019 -0.01486857
  0.01806236  0.00853047 -0.00929898  0.03490223 -0.09126048  0.01179709
 -0.00359928 -0.03258597 -0.02617137 -0.01862268 -0.05577438  0.01470081
  0.04103519  0.00943686  0.05563334 -0.0168631   0.05156463 -0.00985871
 -0.02681689 -0.0423696   0.07406645 -0.00671589 -0.01249276 -0.0268228
  0.03576296  0.02795858]",-42.638298,0.4633808
654,burst,1,0,0,burst,VBP,1,2.6414741105040997,0.04554265707765689,0.04554265707765689,0.04554265707765689,0.04554265707765689,west,"[ 0.0254013   0.01367493 -0.04168987  0.00518603 -0.04479237 -0.10056183
  0.12420089  0.20417964 -0.16377409 -0.07546835 -0.04787548 -0.13266192
  0.09477678  0.10767564 -0.08744929  0.04439433  0.10352369  0.06269816
 -0.18747483 -0.09727998  0.10234026  0.08348396  0.18304479 -0.04650431
  0.05460206  0.00273986 -0.01165815  0.07449426 -0.16890022  0.00535425
  0.00910081 -0.02853827 -0.0295842   0.01727369 -0.06704816  0.03976284
  0.14695433  0.04885255  0.07699116 -0.06892403  0.08133467  0.01091973
 -0.03970069 -0.06376447  0.1822646   0.01749104  0.02731802 -0.0464734
  0.06952652  0.05243184]",-15.097473,-1.3186305
655,bush,4,0,0,bush,NN,4,2.0394141191761372,0.0371792403890889,0.1487169615563556,0.02777926941427837,0.06798047063920458,broke,"[ 0.04481395  0.02087661 -0.07278174  0.01370566 -0.06363816 -0.1151621
  0.12946372  0.19150268 -0.14441845 -0.07474499 -0.05655641 -0.14204085
  0.09824268  0.09851629 -0.08211779  0.04232623  0.13699463  0.04197901
 -0.20427896 -0.13236317  0.11356286  0.10048996  0.1697915  -0.05302805
  0.06661648  0.02428557 -0.00938451  0.07554347 -0.15060559  0.00638656
  0.01433215 -0.03596948 -0.03777006 -0.00032415 -0.09567616  0.05657024
  0.13399026  0.06017626  0.08935434 -0.07356382  0.08985026  0.00772336
 -0.03892725 -0.08507004  0.21303092  0.01161828  0.01961445 -0.05515181
  0.08403128  0.08784803]",-12.222568,-0.44699967
656,bushes,1,0,0,bush,NNS,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,forth,"[ 0.00907355 -0.01337319 -0.03859732 -0.00596347 -0.03394029 -0.06418528
  0.09566308  0.14899452 -0.09822553 -0.04050961 -0.04001525 -0.08030976
  0.08187813  0.08970929 -0.07426731  0.04561049  0.09536916  0.05224394
 -0.12015796 -0.07720146  0.07379649  0.06776933  0.13142347 -0.05090601
  0.01871563 -0.00718708 -0.01969467  0.05705394 -0.11803508 -0.01962737
 -0.01797698 -0.00571958 -0.00418831  0.00512056 -0.06673797  0.0503265
  0.11313072  0.04033417  0.06658402 -0.06563502  0.06221849 -0.00097318
 -0.03799195 -0.06043876  0.15513457  0.00747627 -0.00467343 -0.01788714
  0.04551442  0.04997267]",-32.092396,-1.4862742
657,business,3,0,0,busi,NN,2,2.3404441148401185,0.05524447315406683,0.11048894630813366,0.05524447315406683,0.08358728981571852,truth,"[ 0.02313473 -0.00678172 -0.04978018 -0.0038574  -0.04270229 -0.06490009
  0.10363761  0.14166425 -0.108494   -0.03126355 -0.02869561 -0.09463152
  0.0630596   0.06767656 -0.04571906  0.02440136  0.07694747  0.01258849
 -0.11692551 -0.06250893  0.05750345  0.06007423  0.10018841 -0.03571954
  0.04055006 -0.00997766 -0.01195646  0.02942679 -0.10298879  0.00082296
 -0.01795175 -0.02783037 -0.02803861  0.01859571 -0.07309866  0.030839
  0.08381595  0.01654772  0.04677185 -0.06153163  0.06039899 -0.00239133
 -0.01369623 -0.06417035  0.11940428 -0.01149264  0.02278524 -0.02072252
  0.04422203  0.03663238]",-35.35413,-0.081777535
658,bustle,3,0,0,bustl,NN,3,2.164352855784437,0.056234557091890514,0.16870367127567154,0.06558645017528597,0.06763602674326366,lain,"[ 0.03083797  0.00626385 -0.05075018 -0.02143642 -0.04283526 -0.08293869
  0.10236283  0.16320252 -0.13021693 -0.0600806  -0.02135157 -0.10669895
  0.09755521  0.08573121 -0.10496019  0.04131794  0.09557632  0.05567361
 -0.18491736 -0.0914747   0.10045005  0.06526574  0.13369265 -0.06244827
  0.04962723 -0.00052134 -0.01544355  0.05455826 -0.14380926  0.00240237
  0.00385355 -0.01605369 -0.01496377 -0.01373334 -0.06665316  0.04824784
  0.09852319  0.0398767   0.07387614 -0.08488568  0.07346214 -0.01896315
 -0.03235022 -0.07729689  0.18932663 -0.00206716  0.02902796 -0.03557869
  0.06330384  0.06539994]",-22.502123,-0.95558345
659,bustled,1,0,0,bustl,VBD,1,2.6414741105040997,0.031076166005930585,0.031076166005930585,0.031076166005930585,0.031076166005930585,spied,"[ 0.0408791  -0.00583603 -0.03043342 -0.01169896 -0.04491973 -0.03761219
  0.06014364  0.10488854 -0.07114591 -0.03653645 -0.00759674 -0.08336963
  0.05835708  0.03955036 -0.06530528  0.01201802  0.06242084  0.02130282
 -0.08693182 -0.0564073   0.05634722  0.06292748  0.11357964 -0.02540767
  0.02763323  0.01444373  0.01518862  0.02482576 -0.10233362  0.00445306
 -0.01206744 -0.02200942 -0.03164257 -0.01033797 -0.02982256  0.01369197
  0.07920864  0.03679169  0.04842314 -0.05145836  0.04507937 -0.01698376
 -0.00672991 -0.04391086  0.09475829  0.00393169  0.01649493 -0.02410054
  0.05872573  0.02219988]",-40.32485,-0.2966285
660,bustling,1,0,0,bustl,NN,1,2.6414741105040997,0.04063806323852461,0.04063806323852461,0.04063806323852461,0.04063806323852461,hundred,"[ 0.04103105 -0.00357195 -0.07102104  0.00752613 -0.03713158 -0.10731848
  0.14623483  0.2193511  -0.15902883 -0.05472856 -0.05650001 -0.15690723
  0.11277834  0.08420833 -0.10484169  0.06804528  0.11920864  0.05304594
 -0.20416641 -0.10546295  0.10975153  0.08329383  0.19146949 -0.07474702
  0.03364587  0.0191997  -0.0237608   0.06756663 -0.16800314  0.01861593
  0.00536003 -0.04023148 -0.03341527 -0.00858066 -0.09764529  0.03200556
  0.13994332  0.02477647  0.10722598 -0.08493048  0.07176558 -0.01599438
 -0.0440495  -0.05787605  0.20608236 -0.0028654   0.02010535 -0.0564013
  0.0736196   0.06396084]",-11.384194,-1.3206606
661,busy,4,0,0,busi,JJ,3,2.164352855784437,0.029767659677771164,0.0893029790333135,0.028108478646551135,0.0386491581390078,wake,"[ 0.0530052   0.01556869 -0.06941821  0.00779288 -0.07132376 -0.08649386
  0.13427715  0.21870583 -0.14785016 -0.07850085 -0.05131968 -0.1495398
  0.09924267  0.11479668 -0.09913731  0.0503846   0.13832068  0.04639312
 -0.18436632 -0.11888269  0.11214814  0.09318682  0.17689656 -0.07420853
  0.03962903  0.01319035 -0.0055958   0.07014064 -0.17862484  0.01721353
 -0.01015134 -0.04232521 -0.03616143  0.01194341 -0.09359407  0.03810789
  0.13045     0.05054537  0.09210194 -0.08973677  0.07740515 -0.00710302
 -0.02857311 -0.06125057  0.20459825 -0.01109141  0.01827723 -0.06294177
  0.09047756  0.07963579]",-11.743405,-0.69698304
662,but,187,0,1,but,CC,138,0.501595024102863,0.011429644459767537,1.57729093544792,0.010449896335476314,0.03134968900642894,lawn,"[ 0.01372565 -0.01262077 -0.047083   -0.0169526  -0.05334855 -0.07681029
  0.09451314  0.13042991 -0.10271233 -0.03146186 -0.01712156 -0.07638042
  0.06649177  0.05682533 -0.06034258  0.03998023  0.07256208  0.01779107
 -0.13523544 -0.06085012  0.07295863  0.06346126  0.12359628 -0.0573963
  0.02583506 -0.00704847 -0.00198753  0.04357898 -0.11441007  0.01831503
 -0.00066886 -0.01742993 -0.02676072 -0.00942748 -0.04078072  0.04446443
  0.08741993  0.01767421  0.05299354 -0.06470419  0.06217285  0.00692138
 -0.02320147 -0.03392224  0.14336488  0.02154287  0.01883205 -0.04827832
  0.03984179  0.06078308]",-35.197155,-0.8599198
663,buttercup,1,0,0,buttercup,NN,1,2.6414741105040997,0.042604421137162896,0.042604421137162896,0.042604421137162896,0.042604421137162896,orchards,"[ 0.01051107  0.0125176  -0.03608374  0.01107451 -0.04111793 -0.03729194
  0.07046765  0.09112102 -0.07151625 -0.04434393 -0.00096352 -0.07830586
  0.0378864   0.06010729 -0.05164691  0.03154589  0.08025933  0.04305609
 -0.11038204 -0.06408646  0.04835829  0.04434766  0.10836633 -0.02170871
  0.01215838 -0.00267912 -0.00702193  0.02615781 -0.0900582   0.01296437
  0.01665325 -0.03674022 -0.00417963 -0.00330941 -0.05771641  0.03007687
  0.07810363  0.00953861  0.02947791 -0.02987766  0.02862472 -0.01779399
 -0.01337826 -0.0488415   0.11184279  0.01757463  0.01141273 -0.03756554
  0.02628035  0.03387698]",-40.730682,-0.5695203
664,buttercups,2,0,0,buttercup,NNS,2,2.3404441148401185,0.0652412532012357,0.1304825064024714,0.0652412532012357,0.09751850478500493,dream,"[ 0.03326681  0.01017052 -0.01396151 -0.00174308 -0.00861229 -0.02655054
  0.03943564  0.06927461 -0.06074028 -0.04915891  0.00118309 -0.04322036
  0.02604329  0.02470921 -0.0517007   0.00616337  0.05030875  0.00071166
 -0.09633441 -0.0594179   0.03174983  0.02208879  0.07841824 -0.00778198
  0.01226895  0.00256815 -0.00818054  0.03571584 -0.0775778  -0.00752964
 -0.01324263 -0.01658328 -0.01881614  0.01150234 -0.03715914  0.03226298
  0.0528852   0.03036959  0.05513583 -0.02373735  0.03943199 -0.00795679
 -0.01663368 -0.02968511  0.10401134 -0.00306048  0.02602994 -0.01131437
  0.05162999  0.04324916]",-43.043934,0.9776009
665,butterflies,9,0,0,butterfli,NNS,9,1.6872316010647745,0.03173410813406782,0.28560697320661044,0.025182561209922006,0.07335789569846846,dwell,"[ 0.00814984 -0.01554933 -0.01885386 -0.01948651 -0.03990932 -0.06593206
  0.07069372  0.13003825 -0.07472895 -0.05199242 -0.02060902 -0.05708373
  0.06113933  0.03949376 -0.06573556  0.04761245  0.05563857  0.0099523
 -0.11352151 -0.04935805  0.05017656  0.0458035   0.09535544 -0.02026961
  0.03750043  0.02224248 -0.00674069  0.03300783 -0.09782039  0.00581716
  0.01195246 -0.01786001 -0.02146639  0.01689354 -0.03942642  0.01069244
  0.09205866  0.02404923  0.04350654 -0.06224586  0.05379808 -0.00191091
 -0.03307793 -0.04181373  0.11891504 -0.01022294  0.01413565 -0.03423529
  0.034703    0.05238085]",-39.933937,0.70515496
666,butterfly,8,0,0,butterfli,NN,7,1.7963760704898426,0.04042268404455009,0.2829587883118507,0.039051653706300926,0.07484900293707678,sunshine,"[ 0.04397447  0.01311022 -0.06297885  0.01459478 -0.05019215 -0.10412788
  0.10353664  0.16449721 -0.12260511 -0.05936773 -0.0366942  -0.11642364
  0.07320216  0.09005354 -0.07780201  0.04074268  0.1198661   0.03008759
 -0.1707248  -0.09082304  0.10186794  0.06821989  0.16645259 -0.04549608
  0.0547516   0.00708759  0.00722445  0.07557607 -0.13227549 -0.01253411
 -0.00314872 -0.04204148 -0.00673946  0.00105047 -0.08838711  0.03878037
  0.1338076   0.02536784  0.0777287  -0.05230786  0.07534557  0.00343779
 -0.04401049 -0.06767133  0.16657716 -0.00797786  0.02055302 -0.04148289
  0.06592964  0.06978049]",-20.962221,1.299263
667,button,1,0,0,button,NN,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,reply,"[ 0.04281981 -0.01616236 -0.05382106  0.01522744 -0.01344823 -0.05735572
  0.08858208  0.12603237 -0.08296003 -0.02595592 -0.03873235 -0.09889421
  0.06635442  0.04966857 -0.04641792  0.04604448  0.08930042  0.03333217
 -0.11680686 -0.05349233  0.07492954  0.04680139  0.09044742 -0.04581695
  0.01804663  0.01550048 -0.00554799  0.03462764 -0.10938589  0.01186999
 -0.00521855 -0.02117988 -0.02417611 -0.01869927 -0.04276276  0.03550133
  0.09843694  0.02528351  0.0618648  -0.03745203  0.0491129  -0.0218302
 -0.02665869 -0.03446924  0.1391979  -0.01646142  0.01835622 -0.04295432
  0.03689682  0.0588159 ]",-37.780796,0.62444067
668,buy,4,0,0,buy,VB,3,2.164352855784437,0.04608687403668896,0.13826062211006687,0.05033378734382412,0.05410882139461093,roof,"[ 0.03922397  0.00814225 -0.05360211  0.00647537 -0.05107667 -0.08843105
  0.1026205   0.1410939  -0.09649482 -0.04347226 -0.01976917 -0.091752
  0.08438741  0.09463035 -0.08004138  0.02592744  0.08095683  0.02598907
 -0.14171326 -0.09712159  0.07906366  0.070326    0.13600668 -0.06706318
  0.05370666  0.00300839  0.00453298  0.06123823 -0.1485927  -0.01433824
  0.00642214 -0.02585509 -0.02006801  0.01954258 -0.0656738   0.01856516
  0.12122455  0.02384345  0.06152873 -0.06812974  0.0704698   0.01370174
 -0.04228894 -0.05200172  0.14451778  0.01413349  0.02772553 -0.02179536
  0.06876873  0.05256135]",-28.20261,-0.7425499
669,buzz,1,0,0,buzz,IN,1,2.6414741105040997,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.04192816048419206,laugh,"[ 0.03064053  0.00137501 -0.05981795 -0.00678224 -0.05347842 -0.07040174
  0.10707475  0.17949301 -0.12794481 -0.05543413 -0.02906054 -0.09020587
  0.07927076  0.06622059 -0.09329665  0.02499504  0.09457891  0.02635318
 -0.16071658 -0.11266733  0.0772262   0.05097152  0.14128992 -0.06745746
  0.05758763 -0.00138925  0.00460011  0.04276964 -0.14508902 -0.00228954
  0.01656993 -0.03474649 -0.01714724  0.01730075 -0.05044144  0.05444812
  0.10555515  0.01901139  0.05987191 -0.05212254  0.05226345 -0.0004529
 -0.0478666  -0.07174791  0.15397874  0.00799691  0.01748129 -0.04325002
  0.07946253  0.0442327 ]",-27.504515,-1.9615215
670,by,111,0,1,by,IN,81,0.7329890916254498,0.015951207733265554,1.2920478263945099,0.015270606075530203,0.03490424245835475,bell,"[ 0.02312534 -0.00187861 -0.0314859   0.01521413 -0.05438754 -0.08061415
  0.0784172   0.14294685 -0.0861524  -0.0521336  -0.03799404 -0.09686568
  0.05478048  0.05053821 -0.05244422  0.01459347  0.05670309  0.03094
 -0.11071937 -0.06786757  0.08275397  0.05450404  0.09171008 -0.04797847
  0.04015723  0.01934153 -0.00653541  0.03102469 -0.11621185  0.00239485
  0.00782755 -0.0173009  -0.00550274  0.00213752 -0.06200244  0.02272867
  0.06791082  0.0302697   0.05381738 -0.05796834  0.06246971 -0.01075012
 -0.03785152 -0.05851728  0.14469698  0.00611701 -0.00796895 -0.02734999
  0.04853692  0.0620322 ]",-36.39309,-0.8722554
